Year,State_name,Phenophase,Total Observations,Observation_Change,Total_Observations_All_Years,Average_Yearly_Change
2023.0,Andhra Pradesh,Flowers_open,25,19.0,977,3.0
2015.0,Andhra Pradesh,Fruits_open,0,,18,0.75
2016.0,Andhra Pradesh,Fruits_open,0,0.0,18,0.75
2017.0,Andhra Pradesh,Fruits_open,0,0.0,18,0.75
2018.0,Andhra Pradesh,Fruits_open,3,3.0,18,0.75
2019.0,Andhra Pradesh,Fruits_open,2,-1.0,18,0.75
2020.0,Andhra Pradesh,Fruits_open,1,-1.0,18,0.75
2021.0,Andhra Pradesh,Fruits_open,0,-1.0,18,0.75
2022.0,Andhra Pradesh,Fruits_open,6,6.0,18,0.75
2023.0,Andhra Pradesh,Fruits_open,6,0.0,18,0.75
2015.0,Andhra Pradesh,Fruits_ripe,2,,983,2.75
2016.0,Andhra Pradesh,Fruits_ripe,6,4.0,983,2.75
2017.0,Andhra Pradesh,Fruits_ripe,344,338.0,983,2.75
2018.0,Andhra Pradesh,Fruits_ripe,509,165.0,983,2.75
2019.0,Andhra Pradesh,Fruits_ripe,89,-420.0,983,2.75
2020.0,Andhra Pradesh,Fruits_ripe,1,-88.0,983,2.75
2021.0,Andhra Pradesh,Fruits_ripe,1,0.0,983,2.75
2022.0,Andhra Pradesh,Fruits_ripe,7,6.0,983,2.75
2023.0,Andhra Pradesh,Fruits_ripe,24,17.0,983,2.75
2015.0,Andhra Pradesh,Fruits_unripe,2,,981,2.625
2016.0,Andhra Pradesh,Fruits_unripe,6,4.0,981,2.625
2017.0,Andhra Pradesh,Fruits_unripe,344,338.0,981,2.625
2018.0,Andhra Pradesh,Fruits_unripe,509,165.0,981,2.625
2019.0,Andhra Pradesh,Fruits_unripe,89,-420.0,981,2.625
2020.0,Andhra Pradesh,Fruits_unripe,1,-88.0,981,2.625
2021.0,Andhra Pradesh,Fruits_unripe,1,0.0,981,2.625
2022.0,Andhra Pradesh,Fruits_unripe,6,5.0,981,2.625
2023.0,Andhra Pradesh,Fruits_unripe,23,17.0,981,2.625
2015.0,Andhra Pradesh,Leaves_fresh,2,,989,2.875
2016.0,Andhra Pradesh,Leaves_fresh,6,4.0,989,2.875
2017.0,Andhra Pradesh,Leaves_fresh,345,339.0,989,2.875
2018.0,Andhra Pradesh,Leaves_fresh,510,165.0,989,2.875
2019.0,Andhra Pradesh,Leaves_fresh,89,-421.0,989,2.875
2020.0,Andhra Pradesh,Leaves_fresh,1,-88.0,989,2.875
2021.0,Andhra Pradesh,Leaves_fresh,1,0.0,989,2.875
2022.0,Andhra Pradesh,Leaves_fresh,10,9.0,989,2.875
2023.0,Andhra Pradesh,Leaves_fresh,25,15.0,989,2.875
2015.0,Andhra Pradesh,Leaves_mature,2,,990,2.875
2016.0,Andhra Pradesh,Leaves_mature,6,4.0,990,2.875
2017.0,Andhra Pradesh,Leaves_mature,347,341.0,990,2.875
2018.0,Andhra Pradesh,Leaves_mature,510,163.0,990,2.875
2019.0,Andhra Pradesh,Leaves_mature,88,-422.0,990,2.875
2020.0,Andhra Pradesh,Leaves_mature,1,-87.0,990,2.875
2021.0,Andhra Pradesh,Leaves_mature,1,0.0,990,2.875
2022.0,Andhra Pradesh,Leaves_mature,10,9.0,990,2.875
2023.0,Andhra Pradesh,Leaves_mature,25,15.0,990,2.875
2015.0,Andhra Pradesh,Leaves_old,0,,323,3.125
2016.0,Andhra Pradesh,Leaves_old,0,0.0,323,3.125
2017.0,Andhra Pradesh,Leaves_old,0,0.0,323,3.125
2018.0,Andhra Pradesh,Leaves_old,201,201.0,323,3.125
2019.0,Andhra Pradesh,Leaves_old,85,-116.0,323,3.125
2020.0,Andhra Pradesh,Leaves_old,1,-84.0,323,3.125
2021.0,Andhra Pradesh,Leaves_old,1,0.0,323,3.125
2022.0,Andhra Pradesh,Leaves_old,10,9.0,323,3.125
2023.0,Andhra Pradesh,Leaves_old,25,15.0,323,3.125
2015.0,Delhi,Flowers_Female,0,,11,1.1428571428571428
2016.0,Delhi,Flowers_Female,0,0.0,11,1.1428571428571428
2018.0,Delhi,Flowers_Female,0,0.0,11,1.1428571428571428
2019.0,Delhi,Flowers_Female,0,0.0,11,1.1428571428571428
2020.0,Delhi,Flowers_Female,0,0.0,11,1.1428571428571428
2021.0,Delhi,Flowers_Female,3,3.0,11,1.1428571428571428
2022.0,Delhi,Flowers_Female,0,-3.0,11,1.1428571428571428
2023.0,Delhi,Flowers_Female,8,8.0,11,1.1428571428571428
2015.0,Delhi,Flowers_bud,32,,144,0.2857142857142857
2016.0,Delhi,Flowers_bud,42,10.0,144,0.2857142857142857
2018.0,Delhi,Flowers_bud,2,-40.0,144,0.2857142857142857
2019.0,Delhi,Flowers_bud,4,2.0,144,0.2857142857142857
2020.0,Delhi,Flowers_bud,6,2.0,144,0.2857142857142857
2021.0,Delhi,Flowers_bud,5,-1.0,144,0.2857142857142857
2022.0,Delhi,Flowers_bud,19,14.0,144,0.2857142857142857
2023.0,Delhi,Flowers_bud,34,15.0,144,0.2857142857142857
2015.0,Delhi,Flowers_male,0,,11,1.1428571428571428
2016.0,Delhi,Flowers_male,0,0.0,11,1.1428571428571428
2018.0,Delhi,Flowers_male,0,0.0,11,1.1428571428571428
2019.0,Delhi,Flowers_male,0,0.0,11,1.1428571428571428
2020.0,Delhi,Flowers_male,0,0.0,11,1.1428571428571428
2021.0,Delhi,Flowers_male,3,3.0,11,1.1428571428571428
2022.0,Delhi,Flowers_male,0,-3.0,11,1.1428571428571428
2023.0,Delhi,Flowers_male,8,8.0,11,1.1428571428571428
2015.0,Delhi,Flowers_open,32,,145,0.5714285714285714
2016.0,Delhi,Flowers_open,42,10.0,145,0.5714285714285714
2018.0,Delhi,Flowers_open,2,-40.0,145,0.5714285714285714
2019.0,Delhi,Flowers_open,4,2.0,145,0.5714285714285714
2020.0,Delhi,Flowers_open,6,2.0,145,0.5714285714285714
2021.0,Delhi,Flowers_open,4,-2.0,145,0.5714285714285714
2022.0,Delhi,Flowers_open,19,15.0,145,0.5714285714285714
2023.0,Delhi,Flowers_open,36,17.0,145,0.5714285714285714
2015.0,Delhi,Fruits_open,0,,25,1.8571428571428572
2016.0,Delhi,Fruits_open,0,0.0,25,1.8571428571428572
2018.0,Delhi,Fruits_open,0,0.0,25,1.8571428571428572
2019.0,Delhi,Fruits_open,2,2.0,25,1.8571428571428572
2020.0,Delhi,Fruits_open,4,2.0,25,1.8571428571428572
2021.0,Delhi,Fruits_open,4,0.0,25,1.8571428571428572
2022.0,Delhi,Fruits_open,2,-2.0,25,1.8571428571428572
2023.0,Delhi,Fruits_open,13,11.0,25,1.8571428571428572
2015.0,Delhi,Fruits_ripe,32,,158,2.2857142857142856
2016.0,Delhi,Fruits_ripe,42,10.0,158,2.2857142857142856
2018.0,Delhi,Fruits_ripe,3,-39.0,158,2.2857142857142856
2019.0,Delhi,Fruits_ripe,4,1.0,158,2.2857142857142856
2020.0,Delhi,Fruits_ripe,5,1.0,158,2.2857142857142856
2021.0,Delhi,Fruits_ripe,5,0.0,158,2.2857142857142856
2022.0,Delhi,Fruits_ripe,19,14.0,158,2.2857142857142856
2023.0,Delhi,Fruits_ripe,48,29.0,158,2.2857142857142856
2015.0,Delhi,Fruits_unripe,32,,160,2.2857142857142856
2016.0,Delhi,Fruits_unripe,42,10.0,160,2.2857142857142856
2018.0,Delhi,Fruits_unripe,4,-38.0,160,2.2857142857142856
2019.0,Delhi,Fruits_unripe,4,0.0,160,2.2857142857142856
2020.0,Delhi,Fruits_unripe,6,2.0,160,2.2857142857142856
2021.0,Delhi,Fruits_unripe,5,-1.0,160,2.2857142857142856
2022.0,Delhi,Fruits_unripe,19,14.0,160,2.2857142857142856
2023.0,Delhi,Fruits_unripe,48,29.0,160,2.2857142857142856
2015.0,Delhi,Leaves_fresh,32,,160,2.142857142857143
2016.0,Delhi,Leaves_fresh,42,10.0,160,2.142857142857143
2018.0,Delhi,Leaves_fresh,4,-38.0,160,2.142857142857143
2019.0,Delhi,Leaves_fresh,6,2.0,160,2.142857142857143
2020.0,Delhi,Leaves_fresh,6,0.0,160,2.142857142857143
2021.0,Delhi,Leaves_fresh,4,-2.0,160,2.142857142857143
2022.0,Delhi,Leaves_fresh,19,15.0,160,2.142857142857143
2023.0,Delhi,Leaves_fresh,47,28.0,160,2.142857142857143
2015.0,Delhi,Leaves_mature,32,,161,2.142857142857143
2016.0,Delhi,Leaves_mature,42,10.0,161,2.142857142857143
2018.0,Delhi,Leaves_mature,4,-38.0,161,2.142857142857143
2019.0,Delhi,Leaves_mature,6,2.0,161,2.142857142857143
2020.0,Delhi,Leaves_mature,6,0.0,161,2.142857142857143
2021.0,Delhi,Leaves_mature,5,-1.0,161,2.142857142857143
2022.0,Delhi,Leaves_mature,19,14.0,161,2.142857142857143
2023.0,Delhi,Leaves_mature,47,28.0,161,2.142857142857143
2015.0,Delhi,Leaves_old,0,,81,6.857142857142857
2016.0,Delhi,Leaves_old,0,0.0,81,6.857142857142857
2018.0,Delhi,Leaves_old,0,0.0,81,6.857142857142857
2019.0,Delhi,Leaves_old,5,5.0,81,6.857142857142857
2020.0,Delhi,Leaves_old,5,0.0,81,6.857142857142857
2021.0,Delhi,Leaves_old,4,-1.0,81,6.857142857142857
2022.0,Delhi,Leaves_old,19,15.0,81,6.857142857142857
2023.0,Delhi,Leaves_old,48,29.0,81,6.857142857142857
2015.0,Haryana,Flowers_Female,0,,8,0.42857142857142855
2016.0,Haryana,Flowers_Female,0,0.0,8,0.42857142857142855
2018.0,Haryana,Flowers_Female,0,0.0,8,0.42857142857142855
2019.0,Haryana,Flowers_Female,0,0.0,8,0.42857142857142855
2020.0,Haryana,Flowers_Female,1,1.0,8,0.42857142857142855
2021.0,Haryana,Flowers_Female,2,1.0,8,0.42857142857142855
2022.0,Haryana,Flowers_Female,2,0.0,8,0.42857142857142855
2023.0,Haryana,Flowers_Female,3,1.0,8,0.42857142857142855
2015.0,Haryana,Flowers_bud,23,,60,-2.4285714285714284
2016.0,Haryana,Flowers_bud,19,-4.0,60,-2.4285714285714284
2018.0,Haryana,Flowers_bud,2,-17.0,60,-2.4285714285714284
2019.0,Haryana,Flowers_bud,0,-2.0,60,-2.4285714285714284
2020.0,Haryana,Flowers_bud,5,5.0,60,-2.4285714285714284
2021.0,Haryana,Flowers_bud,3,-2.0,60,-2.4285714285714284
2022.0,Haryana,Flowers_bud,2,-1.0,60,-2.4285714285714284
2023.0,Haryana,Flowers_bud,6,4.0,60,-2.4285714285714284
2015.0,Haryana,Flowers_male,0,,8,0.42857142857142855
2016.0,Haryana,Flowers_male,0,0.0,8,0.42857142857142855
2018.0,Haryana,Flowers_male,0,0.0,8,0.42857142857142855
2019.0,Haryana,Flowers_male,0,0.0,8,0.42857142857142855
2020.0,Haryana,Flowers_male,1,1.0,8,0.42857142857142855
2021.0,Haryana,Flowers_male,2,1.0,8,0.42857142857142855
2022.0,Haryana,Flowers_male,2,0.0,8,0.42857142857142855
2023.0,Haryana,Flowers_male,3,1.0,8,0.42857142857142855
2015.0,Haryana,Flowers_open,23,,64,-2.4285714285714284
2016.0,Haryana,Flowers_open,18,-5.0,64,-2.4285714285714284
2018.0,Haryana,Flowers_open,7,-11.0,64,-2.4285714285714284
2019.0,Haryana,Flowers_open,0,-7.0,64,-2.4285714285714284
2020.0,Haryana,Flowers_open,5,5.0,64,-2.4285714285714284
2021.0,Haryana,Flowers_open,3,-2.0,64,-2.4285714285714284
2022.0,Haryana,Flowers_open,2,-1.0,64,-2.4285714285714284
2023.0,Haryana,Flowers_open,6,4.0,64,-2.4285714285714284
2015.0,Haryana,Fruits_open,0,,9,0.42857142857142855
2016.0,Haryana,Fruits_open,0,0.0,9,0.42857142857142855
2018.0,Haryana,Fruits_open,1,1.0,9,0.42857142857142855
2019.0,Haryana,Fruits_open,0,-1.0,9,0.42857142857142855
2020.0,Haryana,Fruits_open,1,1.0,9,0.42857142857142855
2021.0,Haryana,Fruits_open,2,1.0,9,0.42857142857142855
2022.0,Haryana,Fruits_open,2,0.0,9,0.42857142857142855
2023.0,Haryana,Fruits_open,3,1.0,9,0.42857142857142855
2015.0,Haryana,Fruits_ripe,23,,66,-2.4285714285714284
2016.0,Haryana,Fruits_ripe,19,-4.0,66,-2.4285714285714284
2018.0,Haryana,Fruits_ripe,7,-12.0,66,-2.4285714285714284
2019.0,Haryana,Fruits_ripe,1,-6.0,66,-2.4285714285714284
2020.0,Haryana,Fruits_ripe,5,4.0,66,-2.4285714285714284
2021.0,Haryana,Fruits_ripe,3,-2.0,66,-2.4285714285714284
2022.0,Haryana,Fruits_ripe,2,-1.0,66,-2.4285714285714284
2023.0,Haryana,Fruits_ripe,6,4.0,66,-2.4285714285714284
2015.0,Haryana,Fruits_unripe,23,,63,-2.4285714285714284
2016.0,Haryana,Fruits_unripe,19,-4.0,63,-2.4285714285714284
2018.0,Haryana,Fruits_unripe,5,-14.0,63,-2.4285714285714284
2019.0,Haryana,Fruits_unripe,1,-4.0,63,-2.4285714285714284
2020.0,Haryana,Fruits_unripe,5,4.0,63,-2.4285714285714284
2021.0,Haryana,Fruits_unripe,2,-3.0,63,-2.4285714285714284
2022.0,Haryana,Fruits_unripe,2,0.0,63,-2.4285714285714284
2023.0,Haryana,Fruits_unripe,6,4.0,63,-2.4285714285714284
2015.0,Haryana,Leaves_fresh,23,,69,-2.4285714285714284
2016.0,Haryana,Leaves_fresh,19,-4.0,69,-2.4285714285714284
2018.0,Haryana,Leaves_fresh,9,-10.0,69,-2.4285714285714284
2019.0,Haryana,Leaves_fresh,1,-8.0,69,-2.4285714285714284
2020.0,Haryana,Leaves_fresh,5,4.0,69,-2.4285714285714284
2021.0,Haryana,Leaves_fresh,4,-1.0,69,-2.4285714285714284
2022.0,Haryana,Leaves_fresh,2,-2.0,69,-2.4285714285714284
2023.0,Haryana,Leaves_fresh,6,4.0,69,-2.4285714285714284
2015.0,Haryana,Leaves_mature,23,,69,-2.4285714285714284
2016.0,Haryana,Leaves_mature,19,-4.0,69,-2.4285714285714284
2018.0,Haryana,Leaves_mature,9,-10.0,69,-2.4285714285714284
2019.0,Haryana,Leaves_mature,1,-8.0,69,-2.4285714285714284
2020.0,Haryana,Leaves_mature,5,4.0,69,-2.4285714285714284
2021.0,Haryana,Leaves_mature,4,-1.0,69,-2.4285714285714284
2022.0,Haryana,Leaves_mature,2,-2.0,69,-2.4285714285714284
2023.0,Haryana,Leaves_mature,6,4.0,69,-2.4285714285714284
2015.0,Haryana,Leaves_old,0,,27,0.8571428571428571
2016.0,Haryana,Leaves_old,0,0.0,27,0.8571428571428571
2018.0,Haryana,Leaves_old,9,9.0,27,0.8571428571428571
2019.0,Haryana,Leaves_old,1,-8.0,27,0.8571428571428571
2020.0,Haryana,Leaves_old,5,4.0,27,0.8571428571428571
2021.0,Haryana,Leaves_old,4,-1.0,27,0.8571428571428571
2022.0,Haryana,Leaves_old,2,-2.0,27,0.8571428571428571
2023.0,Haryana,Leaves_old,6,4.0,27,0.8571428571428571
2015.0,Himachal Pradesh,Flowers_Female,0,,5,0.2857142857142857
2016.0,Himachal Pradesh,Flowers_Female,0,0.0,5,0.2857142857142857
2017.0,Himachal Pradesh,Flowers_Female,0,0.0,5,0.2857142857142857
2018.0,Himachal Pradesh,Flowers_Female,0,0.0,5,0.2857142857142857
2019.0,Himachal Pradesh,Flowers_Female,0,0.0,5,0.2857142857142857
2021.0,Himachal Pradesh,Flowers_Female,2,2.0,5,0.2857142857142857
2022.0,Himachal Pradesh,Flowers_Female,1,-1.0,5,0.2857142857142857
2023.0,Himachal Pradesh,Flowers_Female,2,1.0,5,0.2857142857142857
2015.0,Himachal Pradesh,Flowers_bud,1,,79,0.0
2016.0,Himachal Pradesh,Flowers_bud,38,37.0,79,0.0
2017.0,Himachal Pradesh,Flowers_bud,16,-22.0,79,0.0
2018.0,Himachal Pradesh,Flowers_bud,15,-1.0,79,0.0
2019.0,Himachal Pradesh,Flowers_bud,4,-11.0,79,0.0
2021.0,Himachal Pradesh,Flowers_bud,3,-1.0,79,0.0
2022.0,Himachal Pradesh,Flowers_bud,1,-2.0,79,0.0
2023.0,Himachal Pradesh,Flowers_bud,1,0.0,79,0.0
2015.0,Himachal Pradesh,Flowers_male,0,,5,0.2857142857142857
2016.0,Himachal Pradesh,Flowers_male,0,0.0,5,0.2857142857142857
2017.0,Himachal Pradesh,Flowers_male,0,0.0,5,0.2857142857142857
2018.0,Himachal Pradesh,Flowers_male,0,0.0,5,0.2857142857142857
2019.0,Himachal Pradesh,Flowers_male,0,0.0,5,0.2857142857142857
2021.0,Himachal Pradesh,Flowers_male,2,2.0,5,0.2857142857142857
2022.0,Himachal Pradesh,Flowers_male,1,-1.0,5,0.2857142857142857
2023.0,Himachal Pradesh,Flowers_male,2,1.0,5,0.2857142857142857
2015.0,Himachal Pradesh,Flowers_open,1,,79,-0.14285714285714285
2016.0,Himachal Pradesh,Flowers_open,39,38.0,79,-0.14285714285714285
2017.0,Himachal Pradesh,Flowers_open,16,-23.0,79,-0.14285714285714285
2018.0,Himachal Pradesh,Flowers_open,15,-1.0,79,-0.14285714285714285
2019.0,Himachal Pradesh,Flowers_open,4,-11.0,79,-0.14285714285714285
2021.0,Himachal Pradesh,Flowers_open,3,-1.0,79,-0.14285714285714285
2022.0,Himachal Pradesh,Flowers_open,1,-2.0,79,-0.14285714285714285
2023.0,Himachal Pradesh,Flowers_open,0,-1.0,79,-0.14285714285714285
2015.0,Himachal Pradesh,Fruits_open,0,,4,0.14285714285714285
2016.0,Himachal Pradesh,Fruits_open,0,0.0,4,0.14285714285714285
2017.0,Himachal Pradesh,Fruits_open,0,0.0,4,0.14285714285714285
2018.0,Himachal Pradesh,Fruits_open,0,0.0,4,0.14285714285714285
2019.0,Himachal Pradesh,Fruits_open,0,0.0,4,0.14285714285714285
2021.0,Himachal Pradesh,Fruits_open,2,2.0,4,0.14285714285714285
2022.0,Himachal Pradesh,Fruits_open,1,-1.0,4,0.14285714285714285
2023.0,Himachal Pradesh,Fruits_open,1,0.0,4,0.14285714285714285
2015.0,Himachal Pradesh,Fruits_ripe,1,,117,2.0
2016.0,Himachal Pradesh,Fruits_ripe,40,39.0,117,2.0
2017.0,Himachal Pradesh,Fruits_ripe,15,-25.0,117,2.0
2018.0,Himachal Pradesh,Fruits_ripe,15,0.0,117,2.0
2019.0,Himachal Pradesh,Fruits_ripe,14,-1.0,117,2.0
2021.0,Himachal Pradesh,Fruits_ripe,4,-10.0,117,2.0
2022.0,Himachal Pradesh,Fruits_ripe,13,9.0,117,2.0
2023.0,Himachal Pradesh,Fruits_ripe,15,2.0,117,2.0
2015.0,Himachal Pradesh,Fruits_unripe,1,,120,2.0
2016.0,Himachal Pradesh,Fruits_unripe,40,39.0,120,2.0
2017.0,Himachal Pradesh,Fruits_unripe,18,-22.0,120,2.0
2018.0,Himachal Pradesh,Fruits_unripe,15,-3.0,120,2.0
2019.0,Himachal Pradesh,Fruits_unripe,14,-1.0,120,2.0
2021.0,Himachal Pradesh,Fruits_unripe,4,-10.0,120,2.0
2022.0,Himachal Pradesh,Fruits_unripe,13,9.0,120,2.0
2023.0,Himachal Pradesh,Fruits_unripe,15,2.0,120,2.0
2015.0,Himachal Pradesh,Leaves_fresh,1,,119,2.0
2016.0,Himachal Pradesh,Leaves_fresh,40,39.0,119,2.0
2017.0,Himachal Pradesh,Leaves_fresh,18,-22.0,119,2.0
2018.0,Himachal Pradesh,Leaves_fresh,15,-3.0,119,2.0
2019.0,Himachal Pradesh,Leaves_fresh,14,-1.0,119,2.0
2021.0,Himachal Pradesh,Leaves_fresh,3,-11.0,119,2.0
2022.0,Himachal Pradesh,Leaves_fresh,13,10.0,119,2.0
2023.0,Himachal Pradesh,Leaves_fresh,15,2.0,119,2.0
2015.0,Himachal Pradesh,Leaves_mature,1,,117,2.0
2016.0,Himachal Pradesh,Leaves_mature,39,38.0,117,2.0
2017.0,Himachal Pradesh,Leaves_mature,16,-23.0,117,2.0
2018.0,Himachal Pradesh,Leaves_mature,15,-1.0,117,2.0
2019.0,Himachal Pradesh,Leaves_mature,14,-1.0,117,2.0
2021.0,Himachal Pradesh,Leaves_mature,4,-10.0,117,2.0
2022.0,Himachal Pradesh,Leaves_mature,13,9.0,117,2.0
2023.0,Himachal Pradesh,Leaves_mature,15,2.0,117,2.0
2015.0,Himachal Pradesh,Leaves_old,0,,43,2.142857142857143
2016.0,Himachal Pradesh,Leaves_old,0,0.0,43,2.142857142857143
2017.0,Himachal Pradesh,Leaves_old,0,0.0,43,2.142857142857143
2018.0,Himachal Pradesh,Leaves_old,0,0.0,43,2.142857142857143
2019.0,Himachal Pradesh,Leaves_old,11,11.0,43,2.142857142857143
2021.0,Himachal Pradesh,Leaves_old,4,-7.0,43,2.142857142857143
2022.0,Himachal Pradesh,Leaves_old,13,9.0,43,2.142857142857143
2023.0,Himachal Pradesh,Leaves_old,15,2.0,43,2.142857142857143
2015.0,Karnataka,Flowers_Female,0,,346,24.375
2016.0,Karnataka,Flowers_Female,0,0.0,346,24.375
2017.0,Karnataka,Flowers_Female,0,0.0,346,24.375
2018.0,Karnataka,Flowers_Female,7,7.0,346,24.375
2019.0,Karnataka,Flowers_Female,19,12.0,346,24.375
2020.0,Karnataka,Flowers_Female,21,2.0,346,24.375
2021.0,Karnataka,Flowers_Female,49,28.0,346,24.375
2022.0,Karnataka,Flowers_Female,55,6.0,346,24.375
2023.0,Karnataka,Flowers_Female,195,140.0,346,24.375
2015.0,Karnataka,Flowers_bud,92,,2542,108.125
2016.0,Karnataka,Flowers_bud,172,80.0,2542,108.125
2017.0,Karnataka,Flowers_bud,132,-40.0,2542,108.125
2018.0,Karnataka,Flowers_bud,549,417.0,2542,108.125
2019.0,Karnataka,Flowers_bud,294,-255.0,2542,108.125
2020.0,Karnataka,Flowers_bud,80,-214.0,2542,108.125
2021.0,Karnataka,Flowers_bud,107,27.0,2542,108.125
2022.0,Karnataka,Flowers_bud,159,52.0,2542,108.125
2023.0,Karnataka,Flowers_bud,957,798.0,2542,108.125
2015.0,Karnataka,Flowers_male,0,,345,24.375
2016.0,Karnataka,Flowers_male,0,0.0,345,24.375
2017.0,Karnataka,Flowers_male,0,0.0,345,24.375
2018.0,Karnataka,Flowers_male,6,6.0,345,24.375
2019.0,Karnataka,Flowers_male,19,13.0,345,24.375
2020.0,Karnataka,Flowers_male,21,2.0,345,24.375
2021.0,Karnataka,Flowers_male,49,28.0,345,24.375
2022.0,Karnataka,Flowers_male,55,6.0,345,24.375
2023.0,Karnataka,Flowers_male,195,140.0,345,24.375
2015.0,Karnataka,Flowers_open,92,,2506,104.625
2016.0,Karnataka,Flowers_open,176,84.0,2506,104.625
2017.0,Karnataka,Flowers_open,132,-44.0,2506,104.625
2018.0,Karnataka,Flowers_open,551,419.0,2506,104.625
2019.0,Karnataka,Flowers_open,295,-256.0,2506,104.625
2020.0,Karnataka,Flowers_open,81,-214.0,2506,104.625
2021.0,Karnataka,Flowers_open,100,19.0,2506,104.625
2022.0,Karnataka,Flowers_open,150,50.0,2506,104.625
2023.0,Karnataka,Flowers_open,929,779.0,2506,104.625
2015.0,Karnataka,Fruits_open,0,,826,76.5
2016.0,Karnataka,Fruits_open,0,0.0,826,76.5
2017.0,Karnataka,Fruits_open,0,0.0,826,76.5
2018.0,Karnataka,Fruits_open,61,61.0,826,76.5
2019.0,Karnataka,Fruits_open,19,-42.0,826,76.5
2020.0,Karnataka,Fruits_open,21,2.0,826,76.5
2021.0,Karnataka,Fruits_open,51,30.0,826,76.5
2022.0,Karnataka,Fruits_open,62,11.0,826,76.5
2023.0,Karnataka,Fruits_open,612,550.0,826,76.5
2015.0,Karnataka,Fruits_ripe,92,,2743,115.5
2016.0,Karnataka,Fruits_ripe,186,94.0,2743,115.5
2017.0,Karnataka,Fruits_ripe,151,-35.0,2743,115.5
2018.0,Karnataka,Fruits_ripe,598,447.0,2743,115.5
2019.0,Karnataka,Fruits_ripe,313,-285.0,2743,115.5
2020.0,Karnataka,Fruits_ripe,81,-232.0,2743,115.5
2021.0,Karnataka,Fruits_ripe,119,38.0,2743,115.5
2022.0,Karnataka,Fruits_ripe,187,68.0,2743,115.5
2023.0,Karnataka,Fruits_ripe,1016,829.0,2743,115.5
2015.0,Karnataka,Fruits_unripe,92,,2725,115.375
2016.0,Karnataka,Fruits_unripe,186,94.0,2725,115.375
2017.0,Karnataka,Fruits_unripe,152,-34.0,2725,115.375
2018.0,Karnataka,Fruits_unripe,583,431.0,2725,115.375
2019.0,Karnataka,Fruits_unripe,311,-272.0,2725,115.375
2020.0,Karnataka,Fruits_unripe,79,-232.0,2725,115.375
2021.0,Karnataka,Fruits_unripe,119,40.0,2725,115.375
2022.0,Karnataka,Fruits_unripe,188,69.0,2725,115.375
2023.0,Karnataka,Fruits_unripe,1015,827.0,2725,115.375
2015.0,Karnataka,Leaves_fresh,92,,2835,116.625
2016.0,Karnataka,Leaves_fresh,187,95.0,2835,116.625
2017.0,Karnataka,Leaves_fresh,152,-35.0,2835,116.625
2018.0,Karnataka,Leaves_fresh,663,511.0,2835,116.625
2019.0,Karnataka,Leaves_fresh,324,-339.0,2835,116.625
2020.0,Karnataka,Leaves_fresh,82,-242.0,2835,116.625
