Year,State_name,Phenophase,Total Observations,Observation_Change,Total_Observations_All_Years,Average_Yearly_Change
2015.0,Uttar Pradesh,Fruits_open,0,,107,14.0
2018.0,Uttar Pradesh,Fruits_open,0,0.0,107,14.0
2019.0,Uttar Pradesh,Fruits_open,3,3.0,107,14.0
2020.0,Uttar Pradesh,Fruits_open,1,-2.0,107,14.0
2021.0,Uttar Pradesh,Fruits_open,2,1.0,107,14.0
2022.0,Uttar Pradesh,Fruits_open,17,15.0,107,14.0
2023.0,Uttar Pradesh,Fruits_open,84,67.0,107,14.0
2015.0,Uttar Pradesh,Fruits_ripe,1,,193,22.833333333333332
2018.0,Uttar Pradesh,Fruits_ripe,13,12.0,193,22.833333333333332
2019.0,Uttar Pradesh,Fruits_ripe,10,-3.0,193,22.833333333333332
2020.0,Uttar Pradesh,Fruits_ripe,3,-7.0,193,22.833333333333332
2021.0,Uttar Pradesh,Fruits_ripe,5,2.0,193,22.833333333333332
2022.0,Uttar Pradesh,Fruits_ripe,23,18.0,193,22.833333333333332
2023.0,Uttar Pradesh,Fruits_ripe,138,115.0,193,22.833333333333332
2015.0,Uttar Pradesh,Fruits_unripe,1,,192,22.833333333333332
2018.0,Uttar Pradesh,Fruits_unripe,13,12.0,192,22.833333333333332
2019.0,Uttar Pradesh,Fruits_unripe,9,-4.0,192,22.833333333333332
2020.0,Uttar Pradesh,Fruits_unripe,3,-6.0,192,22.833333333333332
2021.0,Uttar Pradesh,Fruits_unripe,5,2.0,192,22.833333333333332
2022.0,Uttar Pradesh,Fruits_unripe,23,18.0,192,22.833333333333332
2023.0,Uttar Pradesh,Fruits_unripe,138,115.0,192,22.833333333333332
2015.0,Uttar Pradesh,Leaves_fresh,1,,195,23.166666666666668
2018.0,Uttar Pradesh,Leaves_fresh,13,12.0,195,23.166666666666668
2019.0,Uttar Pradesh,Leaves_fresh,10,-3.0,195,23.166666666666668
2020.0,Uttar Pradesh,Leaves_fresh,3,-7.0,195,23.166666666666668
2021.0,Uttar Pradesh,Leaves_fresh,5,2.0,195,23.166666666666668
2022.0,Uttar Pradesh,Leaves_fresh,23,18.0,195,23.166666666666668
2023.0,Uttar Pradesh,Leaves_fresh,140,117.0,195,23.166666666666668
2015.0,Uttar Pradesh,Leaves_mature,1,,195,23.166666666666668
2018.0,Uttar Pradesh,Leaves_mature,13,12.0,195,23.166666666666668
2019.0,Uttar Pradesh,Leaves_mature,10,-3.0,195,23.166666666666668
2020.0,Uttar Pradesh,Leaves_mature,3,-7.0,195,23.166666666666668
2021.0,Uttar Pradesh,Leaves_mature,5,2.0,195,23.166666666666668
2022.0,Uttar Pradesh,Leaves_mature,23,18.0,195,23.166666666666668
2023.0,Uttar Pradesh,Leaves_mature,140,117.0,195,23.166666666666668
2015.0,Uttar Pradesh,Leaves_old,0,,179,23.166666666666668
2018.0,Uttar Pradesh,Leaves_old,0,0.0,179,23.166666666666668
2019.0,Uttar Pradesh,Leaves_old,9,9.0,179,23.166666666666668
2020.0,Uttar Pradesh,Leaves_old,3,-6.0,179,23.166666666666668
2021.0,Uttar Pradesh,Leaves_old,5,2.0,179,23.166666666666668
2022.0,Uttar Pradesh,Leaves_old,23,18.0,179,23.166666666666668
2023.0,Uttar Pradesh,Leaves_old,139,116.0,179,23.166666666666668
2015.0,Uttarakhand,Flowers_Female,0,,38,3.142857142857143
2016.0,Uttarakhand,Flowers_Female,0,0.0,38,3.142857142857143
2018.0,Uttarakhand,Flowers_Female,10,10.0,38,3.142857142857143
2019.0,Uttarakhand,Flowers_Female,0,-10.0,38,3.142857142857143
2020.0,Uttarakhand,Flowers_Female,0,0.0,38,3.142857142857143
2021.0,Uttarakhand,Flowers_Female,0,0.0,38,3.142857142857143
2022.0,Uttarakhand,Flowers_Female,6,6.0,38,3.142857142857143
2023.0,Uttarakhand,Flowers_Female,22,16.0,38,3.142857142857143
2015.0,Uttarakhand,Flowers_bud,3,,414,4.714285714285714
2016.0,Uttarakhand,Flowers_bud,5,2.0,414,4.714285714285714
2018.0,Uttarakhand,Flowers_bud,298,293.0,414,4.714285714285714
2019.0,Uttarakhand,Flowers_bud,58,-240.0,414,4.714285714285714
2020.0,Uttarakhand,Flowers_bud,2,-56.0,414,4.714285714285714
2021.0,Uttarakhand,Flowers_bud,3,1.0,414,4.714285714285714
2022.0,Uttarakhand,Flowers_bud,9,6.0,414,4.714285714285714
2023.0,Uttarakhand,Flowers_bud,36,27.0,414,4.714285714285714
2015.0,Uttarakhand,Flowers_male,0,,39,3.142857142857143
2016.0,Uttarakhand,Flowers_male,0,0.0,39,3.142857142857143
2018.0,Uttarakhand,Flowers_male,10,10.0,39,3.142857142857143
2019.0,Uttarakhand,Flowers_male,1,-9.0,39,3.142857142857143
2020.0,Uttarakhand,Flowers_male,0,-1.0,39,3.142857142857143
2021.0,Uttarakhand,Flowers_male,0,0.0,39,3.142857142857143
2022.0,Uttarakhand,Flowers_male,6,6.0,39,3.142857142857143
2023.0,Uttarakhand,Flowers_male,22,16.0,39,3.142857142857143
2015.0,Uttarakhand,Flowers_open,3,,407,4.714285714285714
2016.0,Uttarakhand,Flowers_open,5,2.0,407,4.714285714285714
2018.0,Uttarakhand,Flowers_open,291,286.0,407,4.714285714285714
2019.0,Uttarakhand,Flowers_open,58,-233.0,407,4.714285714285714
2020.0,Uttarakhand,Flowers_open,2,-56.0,407,4.714285714285714
2021.0,Uttarakhand,Flowers_open,3,1.0,407,4.714285714285714
2022.0,Uttarakhand,Flowers_open,9,6.0,407,4.714285714285714
2023.0,Uttarakhand,Flowers_open,36,27.0,407,4.714285714285714
2015.0,Uttarakhand,Fruits_open,0,,59,4.571428571428571
2016.0,Uttarakhand,Fruits_open,0,0.0,59,4.571428571428571
2018.0,Uttarakhand,Fruits_open,17,17.0,59,4.571428571428571
2019.0,Uttarakhand,Fruits_open,4,-13.0,59,4.571428571428571
2020.0,Uttarakhand,Fruits_open,0,-4.0,59,4.571428571428571
2021.0,Uttarakhand,Fruits_open,0,0.0,59,4.571428571428571
2022.0,Uttarakhand,Fruits_open,6,6.0,59,4.571428571428571
2023.0,Uttarakhand,Fruits_open,32,26.0,59,4.571428571428571
2015.0,Uttarakhand,Fruits_ripe,3,,471,5.0
2016.0,Uttarakhand,Fruits_ripe,5,2.0,471,5.0
2018.0,Uttarakhand,Fruits_ripe,355,350.0,471,5.0
2019.0,Uttarakhand,Fruits_ripe,58,-297.0,471,5.0
2020.0,Uttarakhand,Fruits_ripe,2,-56.0,471,5.0
2021.0,Uttarakhand,Fruits_ripe,3,1.0,471,5.0
2022.0,Uttarakhand,Fruits_ripe,7,4.0,471,5.0
2023.0,Uttarakhand,Fruits_ripe,38,31.0,471,5.0
2015.0,Uttarakhand,Fruits_unripe,3,,464,5.0
2016.0,Uttarakhand,Fruits_unripe,5,2.0,464,5.0
2018.0,Uttarakhand,Fruits_unripe,347,342.0,464,5.0
2019.0,Uttarakhand,Fruits_unripe,58,-289.0,464,5.0
2020.0,Uttarakhand,Fruits_unripe,2,-56.0,464,5.0
2021.0,Uttarakhand,Fruits_unripe,3,1.0,464,5.0
2022.0,Uttarakhand,Fruits_unripe,8,5.0,464,5.0
2023.0,Uttarakhand,Fruits_unripe,38,30.0,464,5.0
2015.0,Uttarakhand,Leaves_fresh,3,,493,5.0
2016.0,Uttarakhand,Leaves_fresh,5,2.0,493,5.0
2018.0,Uttarakhand,Leaves_fresh,375,370.0,493,5.0
2019.0,Uttarakhand,Leaves_fresh,58,-317.0,493,5.0
2020.0,Uttarakhand,Leaves_fresh,2,-56.0,493,5.0
2021.0,Uttarakhand,Leaves_fresh,3,1.0,493,5.0
2022.0,Uttarakhand,Leaves_fresh,9,6.0,493,5.0
2023.0,Uttarakhand,Leaves_fresh,38,29.0,493,5.0
2015.0,Uttarakhand,Leaves_mature,3,,481,5.0
2016.0,Uttarakhand,Leaves_mature,5,2.0,481,5.0
2018.0,Uttarakhand,Leaves_mature,363,358.0,481,5.0
2019.0,Uttarakhand,Leaves_mature,58,-305.0,481,5.0
2020.0,Uttarakhand,Leaves_mature,2,-56.0,481,5.0
2021.0,Uttarakhand,Leaves_mature,3,1.0,481,5.0
2022.0,Uttarakhand,Leaves_mature,9,6.0,481,5.0
2023.0,Uttarakhand,Leaves_mature,38,29.0,481,5.0
2015.0,Uttarakhand,Leaves_old,0,,412,5.428571428571429
2016.0,Uttarakhand,Leaves_old,0,0.0,412,5.428571428571429
2018.0,Uttarakhand,Leaves_old,332,332.0,412,5.428571428571429
2019.0,Uttarakhand,Leaves_old,30,-302.0,412,5.428571428571429
2020.0,Uttarakhand,Leaves_old,2,-28.0,412,5.428571428571429
2021.0,Uttarakhand,Leaves_old,3,1.0,412,5.428571428571429
2022.0,Uttarakhand,Leaves_old,7,4.0,412,5.428571428571429
2023.0,Uttarakhand,Leaves_old,38,31.0,412,5.428571428571429
2016.0,Chandigarh,Flowers_Female,0,,0,
2016.0,Chandigarh,Flowers_bud,40,,40,
2016.0,Chandigarh,Flowers_male,0,,0,
2016.0,Chandigarh,Flowers_open,40,,40,
2016.0,Chandigarh,Fruits_open,0,,0,
2016.0,Chandigarh,Fruits_ripe,40,,40,
2016.0,Chandigarh,Fruits_unripe,40,,40,
2016.0,Chandigarh,Leaves_fresh,40,,40,
2016.0,Chandigarh,Leaves_mature,40,,40,
2016.0,Chandigarh,Leaves_old,0,,0,
2016.0,Madhya Pradesh,Flowers_Female,0,,1277,78.0
2018.0,Madhya Pradesh,Flowers_Female,26,26.0,1277,78.0
2019.0,Madhya Pradesh,Flowers_Female,72,46.0,1277,78.0
2020.0,Madhya Pradesh,Flowers_Female,137,65.0,1277,78.0
2021.0,Madhya Pradesh,Flowers_Female,195,58.0,1277,78.0
2022.0,Madhya Pradesh,Flowers_Female,379,184.0,1277,78.0
2023.0,Madhya Pradesh,Flowers_Female,468,89.0,1277,78.0
2016.0,Madhya Pradesh,Flowers_bud,5,,2351,120.83333333333333
2018.0,Madhya Pradesh,Flowers_bud,140,135.0,2351,120.83333333333333
2019.0,Madhya Pradesh,Flowers_bud,436,296.0,2351,120.83333333333333
2020.0,Madhya Pradesh,Flowers_bud,192,-244.0,2351,120.83333333333333
2021.0,Madhya Pradesh,Flowers_bud,264,72.0,2351,120.83333333333333
2022.0,Madhya Pradesh,Flowers_bud,584,320.0,2351,120.83333333333333
2023.0,Madhya Pradesh,Flowers_bud,730,146.0,2351,120.83333333333333
2016.0,Madhya Pradesh,Flowers_male,0,,1277,78.0
2018.0,Madhya Pradesh,Flowers_male,26,26.0,1277,78.0
2019.0,Madhya Pradesh,Flowers_male,72,46.0,1277,78.0
2020.0,Madhya Pradesh,Flowers_male,137,65.0,1277,78.0
2021.0,Madhya Pradesh,Flowers_male,195,58.0,1277,78.0
2022.0,Madhya Pradesh,Flowers_male,379,184.0,1277,78.0
2023.0,Madhya Pradesh,Flowers_male,468,89.0,1277,78.0
2016.0,Madhya Pradesh,Flowers_open,5,,2125,109.66666666666667
2018.0,Madhya Pradesh,Flowers_open,126,121.0,2125,109.66666666666667
2019.0,Madhya Pradesh,Flowers_open,382,256.0,2125,109.66666666666667
2020.0,Madhya Pradesh,Flowers_open,177,-205.0,2125,109.66666666666667
2021.0,Madhya Pradesh,Flowers_open,230,53.0,2125,109.66666666666667
2022.0,Madhya Pradesh,Flowers_open,542,312.0,2125,109.66666666666667
2023.0,Madhya Pradesh,Flowers_open,663,121.0,2125,109.66666666666667
2016.0,Madhya Pradesh,Fruits_open,0,,1112,74.5
2018.0,Madhya Pradesh,Fruits_open,6,6.0,1112,74.5
2019.0,Madhya Pradesh,Fruits_open,7,1.0,1112,74.5
2020.0,Madhya Pradesh,Fruits_open,123,116.0,1112,74.5
2021.0,Madhya Pradesh,Fruits_open,170,47.0,1112,74.5
2022.0,Madhya Pradesh,Fruits_open,359,189.0,1112,74.5
2023.0,Madhya Pradesh,Fruits_open,447,88.0,1112,74.5
2016.0,Madhya Pradesh,Fruits_ripe,5,,2430,129.5
2018.0,Madhya Pradesh,Fruits_ripe,154,149.0,2430,129.5
2019.0,Madhya Pradesh,Fruits_ripe,426,272.0,2430,129.5
2020.0,Madhya Pradesh,Fruits_ripe,192,-234.0,2430,129.5
2021.0,Madhya Pradesh,Fruits_ripe,266,74.0,2430,129.5
2022.0,Madhya Pradesh,Fruits_ripe,605,339.0,2430,129.5
2023.0,Madhya Pradesh,Fruits_ripe,782,177.0,2430,129.5
2016.0,Madhya Pradesh,Fruits_unripe,5,,2433,129.5
2018.0,Madhya Pradesh,Fruits_unripe,143,138.0,2433,129.5
2019.0,Madhya Pradesh,Fruits_unripe,436,293.0,2433,129.5
2020.0,Madhya Pradesh,Fruits_unripe,192,-244.0,2433,129.5
2021.0,Madhya Pradesh,Fruits_unripe,268,76.0,2433,129.5
2022.0,Madhya Pradesh,Fruits_unripe,607,339.0,2433,129.5
2023.0,Madhya Pradesh,Fruits_unripe,782,175.0,2433,129.5
2016.0,Madhya Pradesh,Leaves_fresh,5,,2485,130.83333333333334
2018.0,Madhya Pradesh,Leaves_fresh,170,165.0,2485,130.83333333333334
2019.0,Madhya Pradesh,Leaves_fresh,435,265.0,2485,130.83333333333334
2020.0,Madhya Pradesh,Leaves_fresh,198,-237.0,2485,130.83333333333334
2021.0,Madhya Pradesh,Leaves_fresh,269,71.0,2485,130.83333333333334
2022.0,Madhya Pradesh,Leaves_fresh,618,349.0,2485,130.83333333333334
2023.0,Madhya Pradesh,Leaves_fresh,790,172.0,2485,130.83333333333334
2016.0,Madhya Pradesh,Leaves_mature,5,,2506,130.5
2018.0,Madhya Pradesh,Leaves_mature,170,165.0,2506,130.5
2019.0,Madhya Pradesh,Leaves_mature,437,267.0,2506,130.5
2020.0,Madhya Pradesh,Leaves_mature,203,-234.0,2506,130.5
2021.0,Madhya Pradesh,Leaves_mature,280,77.0,2506,130.5
2022.0,Madhya Pradesh,Leaves_mature,623,343.0,2506,130.5
2023.0,Madhya Pradesh,Leaves_mature,788,165.0,2506,130.5
2016.0,Madhya Pradesh,Leaves_old,0,,2189,130.83333333333334
2018.0,Madhya Pradesh,Leaves_old,70,70.0,2189,130.83333333333334
2019.0,Madhya Pradesh,Leaves_old,249,179.0,2189,130.83333333333334
2020.0,Madhya Pradesh,Leaves_old,196,-53.0,2189,130.83333333333334
2021.0,Madhya Pradesh,Leaves_old,273,77.0,2189,130.83333333333334
2022.0,Madhya Pradesh,Leaves_old,616,343.0,2189,130.83333333333334
2023.0,Madhya Pradesh,Leaves_old,785,169.0,2189,130.83333333333334
2016.0,Maharashtra,Flowers_Female,0,,183,14.428571428571429
2017.0,Maharashtra,Flowers_Female,0,0.0,183,14.428571428571429
2018.0,Maharashtra,Flowers_Female,4,4.0,183,14.428571428571429
2019.0,Maharashtra,Flowers_Female,2,-2.0,183,14.428571428571429
2020.0,Maharashtra,Flowers_Female,2,0.0,183,14.428571428571429
2021.0,Maharashtra,Flowers_Female,15,13.0,183,14.428571428571429
2022.0,Maharashtra,Flowers_Female,59,44.0,183,14.428571428571429
2023.0,Maharashtra,Flowers_Female,101,42.0,183,14.428571428571429
2016.0,Maharashtra,Flowers_bud,4,,1400,71.85714285714286
2017.0,Maharashtra,Flowers_bud,3,-1.0,1400,71.85714285714286
2018.0,Maharashtra,Flowers_bud,410,407.0,1400,71.85714285714286
2019.0,Maharashtra,Flowers_bud,108,-302.0,1400,71.85714285714286
2020.0,Maharashtra,Flowers_bud,12,-96.0,1400,71.85714285714286
2021.0,Maharashtra,Flowers_bud,43,31.0,1400,71.85714285714286
2022.0,Maharashtra,Flowers_bud,313,270.0,1400,71.85714285714286
2023.0,Maharashtra,Flowers_bud,507,194.0,1400,71.85714285714286
2016.0,Maharashtra,Flowers_male,0,,184,14.428571428571429
2017.0,Maharashtra,Flowers_male,0,0.0,184,14.428571428571429
2018.0,Maharashtra,Flowers_male,4,4.0,184,14.428571428571429
2019.0,Maharashtra,Flowers_male,3,-1.0,184,14.428571428571429
2020.0,Maharashtra,Flowers_male,2,-1.0,184,14.428571428571429
2021.0,Maharashtra,Flowers_male,15,13.0,184,14.428571428571429
2022.0,Maharashtra,Flowers_male,59,44.0,184,14.428571428571429
2023.0,Maharashtra,Flowers_male,101,42.0,184,14.428571428571429
2016.0,Maharashtra,Flowers_open,4,,1384,70.14285714285714
2017.0,Maharashtra,Flowers_open,3,-1.0,1384,70.14285714285714
2018.0,Maharashtra,Flowers_open,408,405.0,1384,70.14285714285714
2019.0,Maharashtra,Flowers_open,108,-300.0,1384,70.14285714285714
2020.0,Maharashtra,Flowers_open,12,-96.0,1384,70.14285714285714
2021.0,Maharashtra,Flowers_open,42,30.0,1384,70.14285714285714
2022.0,Maharashtra,Flowers_open,312,270.0,1384,70.14285714285714
2023.0,Maharashtra,Flowers_open,495,183.0,1384,70.14285714285714
2016.0,Maharashtra,Fruits_open,0,,693,28.857142857142858
2017.0,Maharashtra,Fruits_open,0,0.0,693,28.857142857142858
2018.0,Maharashtra,Fruits_open,290,290.0,693,28.857142857142858
2019.0,Maharashtra,Fruits_open,29,-261.0,693,28.857142857142858
2020.0,Maharashtra,Fruits_open,4,-25.0,693,28.857142857142858
2021.0,Maharashtra,Fruits_open,25,21.0,693,28.857142857142858
2022.0,Maharashtra,Fruits_open,143,118.0,693,28.857142857142858
2023.0,Maharashtra,Fruits_open,202,59.0,693,28.857142857142858
2016.0,Maharashtra,Fruits_ripe,4,,1606,86.28571428571429
2017.0,Maharashtra,Fruits_ripe,3,-1.0,1606,86.28571428571429
2018.0,Maharashtra,Fruits_ripe,431,428.0,1606,86.28571428571429
2019.0,Maharashtra,Fruits_ripe,123,-308.0,1606,86.28571428571429
2020.0,Maharashtra,Fruits_ripe,14,-109.0,1606,86.28571428571429
2021.0,Maharashtra,Fruits_ripe,47,33.0,1606,86.28571428571429
2022.0,Maharashtra,Fruits_ripe,376,329.0,1606,86.28571428571429
2023.0,Maharashtra,Fruits_ripe,608,232.0,1606,86.28571428571429
2016.0,Maharashtra,Fruits_unripe,4,,1617,86.85714285714286
2017.0,Maharashtra,Fruits_unripe,3,-1.0,1617,86.85714285714286
2018.0,Maharashtra,Fruits_unripe,433,430.0,1617,86.85714285714286
2019.0,Maharashtra,Fruits_unripe,121,-312.0,1617,86.85714285714286
2020.0,Maharashtra,Fruits_unripe,14,-107.0,1617,86.85714285714286
2021.0,Maharashtra,Fruits_unripe,44,30.0,1617,86.85714285714286
2022.0,Maharashtra,Fruits_unripe,386,342.0,1617,86.85714285714286
2023.0,Maharashtra,Fruits_unripe,612,226.0,1617,86.85714285714286
2016.0,Maharashtra,Leaves_fresh,4,,1734,89.14285714285714
2017.0,Maharashtra,Leaves_fresh,3,-1.0,1734,89.14285714285714
2018.0,Maharashtra,Leaves_fresh,503,500.0,1734,89.14285714285714
2019.0,Maharashtra,Leaves_fresh,133,-370.0,1734,89.14285714285714
2020.0,Maharashtra,Leaves_fresh,14,-119.0,1734,89.14285714285714
2021.0,Maharashtra,Leaves_fresh,50,36.0,1734,89.14285714285714
2022.0,Maharashtra,Leaves_fresh,399,349.0,1734,89.14285714285714
2023.0,Maharashtra,Leaves_fresh,628,229.0,1734,89.14285714285714
2016.0,Maharashtra,Leaves_mature,4,,1767,91.0
2017.0,Maharashtra,Leaves_mature,3,-1.0,1767,91.0
2018.0,Maharashtra,Leaves_mature,511,508.0,1767,91.0
2019.0,Maharashtra,Leaves_mature,135,-376.0,1767,91.0
2020.0,Maharashtra,Leaves_mature,14,-121.0,1767,91.0
2021.0,Maharashtra,Leaves_mature,50,36.0,1767,91.0
2022.0,Maharashtra,Leaves_mature,409,359.0,1767,91.0
2023.0,Maharashtra,Leaves_mature,641,232.0,1767,91.0
2016.0,Maharashtra,Leaves_old,0,,1723,90.85714285714286
2017.0,Maharashtra,Leaves_old,0,0.0,1723,90.85714285714286
2018.0,Maharashtra,Leaves_old,498,498.0,1723,90.85714285714286
2019.0,Maharashtra,Leaves_old,128,-370.0,1723,90.85714285714286
2020.0,Maharashtra,Leaves_old,14,-114.0,1723,90.85714285714286
2021.0,Maharashtra,Leaves_old,51,37.0,1723,90.85714285714286
2022.0,Maharashtra,Leaves_old,396,345.0,1723,90.85714285714286
2023.0,Maharashtra,Leaves_old,636,240.0,1723,90.85714285714286
2016.0,Meghalaya,Flowers_Female,0,,10,0.2
2017.0,Meghalaya,Flowers_Female,0,0.0,10,0.2
2018.0,Meghalaya,Flowers_Female,2,2.0,10,0.2
2019.0,Meghalaya,Flowers_Female,4,2.0,10,0.2
2020.0,Meghalaya,Flowers_Female,3,-1.0,10,0.2
2023.0,Meghalaya,Flowers_Female,1,-2.0,10,0.2
2016.0,Meghalaya,Flowers_bud,7,,305,-1.0
2017.0,Meghalaya,Flowers_bud,137,130.0,305,-1.0
2018.0,Meghalaya,Flowers_bud,144,7.0,305,-1.0
2019.0,Meghalaya,Flowers_bud,10,-134.0,305,-1.0
2020.0,Meghalaya,Flowers_bud,5,-5.0,305,-1.0
2023.0,Meghalaya,Flowers_bud,2,-3.0,305,-1.0
2016.0,Meghalaya,Flowers_male,0,,10,0.2
2017.0,Meghalaya,Flowers_male,0,0.0,10,0.2
2018.0,Meghalaya,Flowers_male,2,2.0,10,0.2
2019.0,Meghalaya,Flowers_male,4,2.0,10,0.2
2020.0,Meghalaya,Flowers_male,3,-1.0,10,0.2
2023.0,Meghalaya,Flowers_male,1,-2.0,10,0.2
2016.0,Meghalaya,Flowers_open,7,,302,-1.0
2017.0,Meghalaya,Flowers_open,135,128.0,302,-1.0
2018.0,Meghalaya,Flowers_open,146,11.0,302,-1.0
2019.0,Meghalaya,Flowers_open,8,-138.0,302,-1.0
2020.0,Meghalaya,Flowers_open,4,-4.0,302,-1.0
2023.0,Meghalaya,Flowers_open,2,-2.0,302,-1.0
2016.0,Meghalaya,Fruits_open,0,,1,0.2
2017.0,Meghalaya,Fruits_open,0,0.0,1,0.2
2018.0,Meghalaya,Fruits_open,0,0.0,1,0.2
2019.0,Meghalaya,Fruits_open,0,0.0,1,0.2
2020.0,Meghalaya,Fruits_open,0,0.0,1,0.2
2023.0,Meghalaya,Fruits_open,1,1.0,1,0.2
2016.0,Meghalaya,Fruits_ripe,7,,302,-1.0
2017.0,Meghalaya,Fruits_ripe,132,125.0,302,-1.0
2018.0,Meghalaya,Fruits_ripe,146,14.0,302,-1.0
2019.0,Meghalaya,Fruits_ripe,10,-136.0,302,-1.0
2020.0,Meghalaya,Fruits_ripe,5,-5.0,302,-1.0
2023.0,Meghalaya,Fruits_ripe,2,-3.0,302,-1.0
2016.0,Meghalaya,Fruits_unripe,7,,307,-1.0
2017.0,Meghalaya,Fruits_unripe,138,131.0,307,-1.0
2018.0,Meghalaya,Fruits_unripe,145,7.0,307,-1.0
2019.0,Meghalaya,Fruits_unripe,10,-135.0,307,-1.0
2020.0,Meghalaya,Fruits_unripe,5,-5.0,307,-1.0
2023.0,Meghalaya,Fruits_unripe,2,-3.0,307,-1.0
2016.0,Meghalaya,Leaves_fresh,7,,309,-1.0
2017.0,Meghalaya,Leaves_fresh,138,131.0,309,-1.0
2018.0,Meghalaya,Leaves_fresh,147,9.0,309,-1.0
2019.0,Meghalaya,Leaves_fresh,10,-137.0,309,-1.0
2020.0,Meghalaya,Leaves_fresh,5,-5.0,309,-1.0
2023.0,Meghalaya,Leaves_fresh,2,-3.0,309,-1.0
2016.0,Meghalaya,Leaves_mature,7,,309,-1.0
2017.0,Meghalaya,Leaves_mature,138,131.0,309,-1.0
2018.0,Meghalaya,Leaves_mature,147,9.0,309,-1.0
2019.0,Meghalaya,Leaves_mature,10,-137.0,309,-1.0
2020.0,Meghalaya,Leaves_mature,5,-5.0,309,-1.0
2023.0,Meghalaya,Leaves_mature,2,-3.0,309,-1.0
2016.0,Meghalaya,Leaves_old,0,,40,0.4
2017.0,Meghalaya,Leaves_old,0,0.0,40,0.4
2018.0,Meghalaya,Leaves_old,24,24.0,40,0.4
2019.0,Meghalaya,Leaves_old,9,-15.0,40,0.4
2020.0,Meghalaya,Leaves_old,5,-4.0,40,0.4
2023.0,Meghalaya,Leaves_old,2,-3.0,40,0.4
2016.0,Sikkim,Flowers_Female,0,,3,0.0
2017.0,Sikkim,Flowers_Female,0,0.0,3,0.0
2018.0,Sikkim,Flowers_Female,0,0.0,3,0.0
2019.0,Sikkim,Flowers_Female,0,0.0,3,0.0
2021.0,Sikkim,Flowers_Female,3,3.0,3,0.0
2023.0,Sikkim,Flowers_Female,0,-3.0,3,0.0
2016.0,Sikkim,Flowers_bud,51,,115,-8.4
2017.0,Sikkim,Flowers_bud,42,-9.0,115,-8.4
2018.0,Sikkim,Flowers_bud,3,-39.0,115,-8.4
2019.0,Sikkim,Flowers_bud,7,4.0,115,-8.4
2021.0,Sikkim,Flowers_bud,3,-4.0,115,-8.4
2023.0,Sikkim,Flowers_bud,9,6.0,115,-8.4
2016.0,Sikkim,Flowers_male,0,,3,0.0
2017.0,Sikkim,Flowers_male,0,0.0,3,0.0
2018.0,Sikkim,Flowers_male,0,0.0,3,0.0
2019.0,Sikkim,Flowers_male,0,0.0,3,0.0
2021.0,Sikkim,Flowers_male,3,3.0,3,0.0
2023.0,Sikkim,Flowers_male,0,-3.0,3,0.0
2016.0,Sikkim,Flowers_open,51,,118,-8.4
2017.0,Sikkim,Flowers_open,44,-7.0,118,-8.4
2018.0,Sikkim,Flowers_open,3,-41.0,118,-8.4
2019.0,Sikkim,Flowers_open,8,5.0,118,-8.4
2021.0,Sikkim,Flowers_open,3,-5.0,118,-8.4
2023.0,Sikkim,Flowers_open,9,6.0,118,-8.4
2016.0,Sikkim,Fruits_open,0,,8,1.0
2017.0,Sikkim,Fruits_open,0,0.0,8,1.0
2018.0,Sikkim,Fruits_open,0,0.0,8,1.0
2019.0,Sikkim,Fruits_open,0,0.0,8,1.0
2021.0,Sikkim,Fruits_open,3,3.0,8,1.0
2023.0,Sikkim,Fruits_open,5,2.0,8,1.0
2016.0,Sikkim,Fruits_ripe,51,,116,-8.4
2017.0,Sikkim,Fruits_ripe,44,-7.0,116,-8.4
2018.0,Sikkim,Fruits_ripe,3,-41.0,116,-8.4
2019.0,Sikkim,Fruits_ripe,6,3.0,116,-8.4
2021.0,Sikkim,Fruits_ripe,3,-3.0,116,-8.4
2023.0,Sikkim,Fruits_ripe,9,6.0,116,-8.4
2016.0,Sikkim,Fruits_unripe,51,,115,-8.4
2017.0,Sikkim,Fruits_unripe,43,-8.0,115,-8.4
2018.0,Sikkim,Fruits_unripe,3,-40.0,115,-8.4
2019.0,Sikkim,Fruits_unripe,6,3.0,115,-8.4
2021.0,Sikkim,Fruits_unripe,3,-3.0,115,-8.4
2023.0,Sikkim,Fruits_unripe,9,6.0,115,-8.4
2016.0,Sikkim,Leaves_fresh,52,,119,-8.2
2017.0,Sikkim,Leaves_fresh,44,-8.0,119,-8.2
2018.0,Sikkim,Leaves_fresh,3,-41.0,119,-8.2
2019.0,Sikkim,Leaves_fresh,6,3.0,119,-8.2
2021.0,Sikkim,Leaves_fresh,3,-3.0,119,-8.2
2023.0,Sikkim,Leaves_fresh,11,8.0,119,-8.2
2016.0,Sikkim,Leaves_mature,51,,120,-8.0
2017.0,Sikkim,Leaves_mature,44,-7.0,120,-8.0
2018.0,Sikkim,Leaves_mature,3,-41.0,120,-8.0
2019.0,Sikkim,Leaves_mature,8,5.0,120,-8.0
2021.0,Sikkim,Leaves_mature,3,-5.0,120,-8.0
2023.0,Sikkim,Leaves_mature,11,8.0,120,-8.0
2016.0,Sikkim,Leaves_old,0,,15,2.2
2017.0,Sikkim,Leaves_old,0,0.0,15,2.2
2018.0,Sikkim,Leaves_old,0,0.0,15,2.2
2019.0,Sikkim,Leaves_old,1,1.0,15,2.2
